"Plot Title: 10995660"
"#","Date Time, GMT-08:00","Solar Radiation, W/m² (LGR S/N: 10995660, SEN S/N: 10532287)","Solar Radiation, W/m² (LGR S/N: 10995660, SEN S/N: 10532288)","Wind Speed, mph (LGR S/N: 10995660, SEN S/N: 10532399)","Gust Speed, mph (LGR S/N: 10995660, SEN S/N: 10532399)","Temp, °F (LGR S/N: 10995660, SEN S/N: 10553847)","RH, % (LGR S/N: 10995660, SEN S/N: 10553847)","Rain, in (LGR S/N: 10995660, SEN S/N: 10703556)","Snow Depth, inches (LGR S/N: 10995660, SEN S/N: 10933780)","Current, mA (LGR S/N: 10995660, SEN S/N: 10933780)"
190,12/27/18 06:00:00 AM,0.6,0.6,0.00,3.94,22.690,98.200,0.000,0.47,0.0063
191,12/27/18 08:00:00 AM,23.1,13.1,0.00,5.08,25.471,91.300,0.000,0.47,0.0063
192,12/27/18 10:00:00 AM,123.1,74.4,0.00,11.27,31.591,72.400,0.000,0.10,0.0063
193,12/27/18 12:00:00 PM,138.1,133.1,0.56,9.57,35.443,58.900,0.010,-0.03,0.0063
194,12/27/18 02:00:00 PM,69.4,55.6,0.56,10.13,35.200,57.800,0.030,-0.03,0.0063
195,12/27/18 04:00:00 PM,18.1,10.6,0.00,9.57,32.641,57.200,0.000,0.22,0.0063
196,12/27/18 06:00:00 PM,0.6,0.6,0.00,2.82,25.524,80.700,0.000,0.47,0.0063
197,12/27/18 08:00:00 PM,0.6,0.6,0.00,0.00,23.189,85.900,0.000,0.47,0.0063
198,12/27/18 10:00:00 PM,0.6,0.6,0.00,0.00,20.331,90.400,0.000,0.72,0.0063
199,12/28/18 12:00:00 AM,0.6,0.6,0.00,0.00,19.929,91.600,0.000,0.59,0.0063
200,12/28/18 02:00:00 AM,0.6,0.6,0.00,7.90,23.846,78.500,0.000,0.47,0.0063
201,12/28/18 04:00:00 AM,0.6,0.6,0.00,6.76,23.463,75.600,0.000,0.59,0.0063
202,12/28/18 06:00:00 AM,0.6,0.6,0.56,7.31,22.357,76.800,0.000,0.59,0.0063
203,12/28/18 08:00:00 AM,10.6,5.6,0.00,7.90,22.302,76.300,0.000,0.59,0.0063
204,12/28/18 10:00:00 AM,46.9,53.1,0.56,11.83,26.695,66.600,0.000,0.47,0.0063
205,12/28/18 12:00:00 PM,149.4,123.1,1.70,11.83,32.891,53.700,0.000,0.34,0.0063
206,12/28/18 02:00:00 PM,38.1,38.1,1.12,10.13,35.976,44.700,0.000,0.22,0.0063
207,12/28/18 04:00:00 PM,18.1,10.6,1.12,10.69,34.027,50.100,0.000,0.34,0.0063
208,12/28/18 06:00:00 PM,0.6,0.6,0.00,9.57,28.632,68.100,0.000,0.47,0.0063
209,12/28/18 08:00:00 PM,0.6,0.6,0.00,5.08,27.799,68.000,0.000,0.47,0.0063
210,12/28/18 10:00:00 PM,0.6,0.6,0.00,5.08,25.201,78.800,0.000,0.59,0.0063
211,12/29/18 12:00:00 AM,0.6,0.6,0.00,2.26,25.309,76.700,0.000,0.72,0.0063
212,12/29/18 02:00:00 AM,0.6,0.6,0.00,3.38,24.066,77.700,0.000,0.72,0.0063
213,12/29/18 04:00:00 AM,0.6,0.6,0.00,3.38,24.771,75.000,0.000,0.72,0.0063
214,12/29/18 06:00:00 AM,0.6,0.6,0.00,3.38,22.858,80.500,0.000,0.72,0.0063
215,12/29/18 08:00:00 AM,11.9,6.9,0.00,0.00,22.024,83.800,0.000,0.72,0.0063
216,12/29/18 10:00:00 AM,46.9,49.4,0.00,4.50,31.842,68.400,0.000,0.47,0.0063
217,12/29/18 12:00:00 PM,149.4,89.4,0.56,6.20,39.690,53.800,0.010,0.10,0.0063
218,12/29/18 02:00:00 PM,109.4,66.9,0.00,6.76,45.761,53.400,0.000,0.10,0.0063
219,12/29/18 04:00:00 PM,28.1,15.6,0.00,4.50,38.937,73.300,0.000,-0.03,0.0063
