"Plot Title: 10995660"
"#","Date Time, GMT-07:00","Solar Radiation, W/m² (LGR S/N: 10995660, SEN S/N: 10532287)","Solar Radiation, W/m² (LGR S/N: 10995660, SEN S/N: 10532288)","Wind Speed, mph (LGR S/N: 10995660, SEN S/N: 10532399)","Gust Speed, mph (LGR S/N: 10995660, SEN S/N: 10532399)","Temp, °F (LGR S/N: 10995660, SEN S/N: 10553847)","RH, % (LGR S/N: 10995660, SEN S/N: 10553847)","Rain, in (LGR S/N: 10995660, SEN S/N: 10703556)","Snow Depth, inches (LGR S/N: 10995660, SEN S/N: 10933780)","Current, mA (LGR S/N: 10995660, SEN S/N: 10933780)"
95,04/26/19 03:30:00 PM,188.1,51.9,1.12,7.31,70.329,31.700,0.000,-5.74,0.0063
96,04/26/19 04:00:00 PM,113.1,26.9,1.70,7.90,69.213,31.100,0.000,-5.61,0.0063
97,04/26/19 04:30:00 PM,55.6,14.4,1.12,5.64,68.657,30.900,0.000,-5.24,0.0063
98,04/26/19 05:00:00 PM,53.1,11.9,0.56,5.64,68.400,33.700,0.000,-5.37,0.0063
99,04/26/19 05:30:00 PM,46.9,9.4,0.56,6.20,67.071,34.200,0.000,-5.12,0.0063
100,04/26/19 06:00:00 PM,35.6,5.6,0.56,5.64,66.344,33.900,0.000,-5.24,0.0063
101,04/26/19 06:30:00 PM,29.4,5.6,0.00,3.94,65.658,33.100,0.000,-5.12,0.0063
102,04/26/19 07:00:00 PM,15.6,1.9,0.00,3.38,61.804,41.900,0.000,-4.99,0.0063
103,04/26/19 07:30:00 PM,8.1,0.6,0.00,1.12,57.549,54.000,0.000,-4.99,0.0063
104,04/26/19 08:00:00 PM,0.6,0.6,0.00,0.00,53.253,64.100,0.000,-4.62,0.0063
105,04/26/19 08:30:00 PM,0.6,0.6,0.00,0.00,50.752,67.200,0.000,-4.62,0.0063
106,04/26/19 09:00:00 PM,0.6,0.6,0.00,0.00,48.315,71.300,0.000,-4.62,0.0063
107,04/26/19 09:30:00 PM,0.6,0.6,0.00,0.00,46.391,74.100,0.000,-4.62,0.0063
108,04/26/19 10:00:00 PM,0.6,0.6,0.00,0.00,43.990,80.500,0.000,-4.50,0.0063
