"Plot Title: RCclimate"
"#","Date Time, GMT-07:00","Solar Radiation, W/m² (LGR S/N: 10995660, SEN S/N: 10532287)","Solar Radiation, W/m² (LGR S/N: 10995660, SEN S/N: 10532288)","Wind Speed, mph (LGR S/N: 10995660, SEN S/N: 10532399)","Gust Speed, mph (LGR S/N: 10995660, SEN S/N: 10532399)","Temp, °F (LGR S/N: 10995660, SEN S/N: 10553847)","RH, % (LGR S/N: 10995660, SEN S/N: 10553847)","Rain, in (LGR S/N: 10995660, SEN S/N: 10703556)","Snow Depth, inches (LGR S/N: 10995660, SEN S/N: 10933780)","Current, mA (LGR S/N: 10995660, SEN S/N: 10933780)"
50,09/05/19 06:00:00 PM,84.4,18.1,0.00,6.20,74.034,41.300,0.000,-9.84,0.0063
51,09/05/19 06:30:00 PM,53.1,11.9,0.00,3.94,72.869,42.100,0.000,-9.46,0.0063
52,09/05/19 07:00:00 PM,29.4,5.6,0.00,0.56,70.930,46.000,0.000,-9.21,0.0063
53,09/05/19 07:30:00 PM,4.4,0.6,0.00,0.00,66.814,52.100,0.000,-8.97,0.0063
54,09/05/19 08:00:00 PM,0.6,0.6,0.00,0.00,62.661,60.300,0.000,-8.84,0.0063
55,09/05/19 08:30:00 PM,0.6,0.6,0.00,0.00,60.390,68.400,0.000,-8.72,0.0063
56,09/05/19 09:00:00 PM,0.6,0.6,0.00,0.00,57.807,72.600,0.000,-8.72,0.0063
57,09/05/19 09:30:00 PM,0.6,0.6,0.00,0.00,56.295,76.000,0.000,-8.84,0.0063
58,09/05/19 10:00:00 PM,0.6,0.6,0.00,0.00,54.126,77.800,0.000,-8.97,0.0063
59,09/05/19 10:30:00 PM,0.6,0.6,0.00,0.00,52.554,80.500,0.000,-9.46,0.0063
60,09/05/19 11:00:00 PM,0.6,0.6,0.00,0.00,51.193,82.200,0.000,-9.09,0.0063
61,09/05/19 11:30:00 PM,0.6,0.6,0.00,0.00,49.959,84.000,0.000,-9.34,0.0063
62,09/06/19 12:00:00 AM,0.6,0.6,0.00,0.00,48.805,85.200,0.000,-9.59,0.0063
63,09/06/19 12:30:00 AM,0.6,0.6,0.00,0.00,47.781,86.400,0.000,-9.59,0.0063
64,09/06/19 01:00:00 AM,0.6,0.6,0.00,0.00,46.706,87.600,0.000,-9.59,0.0063
65,09/06/19 01:30:00 AM,0.6,0.6,0.00,0.00,46.301,89.300,0.000,-9.46,0.0063
66,09/06/19 02:00:00 AM,0.6,0.6,0.00,0.00,45.444,90.200,0.000,-9.46,0.0063
67,09/06/19 02:30:00 AM,0.6,0.6,0.00,0.00,44.537,90.700,0.000,-9.34,0.0063
68,09/06/19 03:00:00 AM,0.6,0.6,0.00,0.00,43.763,91.400,0.000,-9.34,0.0063
69,09/06/19 03:30:00 AM,0.6,0.6,0.00,0.00,42.755,92.500,0.000,-9.21,0.0063
70,09/06/19 04:00:00 AM,0.6,0.6,0.00,0.00,41.740,93.500,0.000,-9.09,0.0063
71,09/06/19 04:30:00 AM,0.6,0.6,0.00,0.00,41.137,94.100,0.000,-9.21,0.0063
72,09/06/19 05:00:00 AM,0.6,0.6,0.00,0.00,40.392,94.400,0.000,-9.09,0.0063
73,09/06/19 05:30:00 AM,0.6,0.6,0.00,0.00,39.690,94.800,0.000,-9.34,0.0063
74,09/06/19 06:00:00 AM,0.6,0.6,0.00,0.00,39.031,95.100,0.000,-9.34,0.0063
75,09/06/19 06:30:00 AM,0.6,0.6,0.00,0.00,38.131,95.500,0.000,-9.21,0.0063
76,09/06/19 07:00:00 AM,5.6,0.6,0.00,0.00,37.798,95.600,0.000,-9.21,0.0063
77,09/06/19 07:30:00 AM,10.6,1.9,0.00,0.00,38.368,95.900,0.000,-9.34,0.0063
78,09/06/19 08:00:00 AM,16.9,4.4,0.00,0.00,40.017,96.100,0.000,-9.34,0.0063
79,09/06/19 08:30:00 AM,26.9,8.1,0.00,0.00,43.306,96.500,0.000,-9.46,0.0063
80,09/06/19 09:00:00 AM,38.1,19.4,0.00,0.00,49.516,96.400,0.000,-9.59,0.0063
81,09/06/19 09:30:00 AM,443.1,54.4,0.00,0.00,58.712,94.100,0.000,-9.46,0.0063
82,09/06/19 10:00:00 AM,284.4,69.4,0.00,1.70,69.170,67.700,0.000,-9.46,0.0063
83,09/06/19 10:30:00 AM,223.1,71.9,0.00,4.50,71.490,37.900,0.000,-9.21,0.0063
84,09/06/19 11:00:00 AM,84.4,73.1,0.00,5.08,72.997,29.200,0.000,-8.97,0.0063
85,09/06/19 11:30:00 AM,898.1,133.1,0.56,6.76,75.290,24.100,0.000,-9.09,0.0063
86,09/06/19 12:00:00 PM,956.9,191.9,0.56,6.76,78.777,19.900,0.000,-10.58,0.0063
87,09/06/19 12:30:00 PM,999.4,209.4,1.12,9.01,79.876,17.200,0.000,-9.59,0.0063
88,09/06/19 01:00:00 PM,1029.4,210.6,1.12,11.27,81.597,13.800,0.000,-9.21,0.0063
89,09/06/19 01:30:00 PM,1035.6,203.1,1.70,10.69,83.556,13.000,0.000,-10.46,0.0063
90,09/06/19 02:00:00 PM,1015.6,191.9,1.12,8.46,83.691,12.900,0.000,-9.84,0.0063
91,09/06/19 02:30:00 PM,963.1,186.9,1.12,9.57,82.486,13.200,0.000,-9.59,0.0063
92,09/06/19 03:00:00 PM,908.1,159.4,1.12,7.31,82.841,13.600,0.000,-10.21,0.0063
93,09/06/19 03:30:00 PM,138.1,48.1,1.12,6.76,80.537,14.600,0.000,-9.71,0.0063
94,09/06/19 04:00:00 PM,156.9,39.4,0.56,8.46,79.743,15.800,0.000,-9.84,0.0063
95,09/06/19 04:30:00 PM,563.1,34.4,1.12,7.90,78.251,16.400,0.000,-9.34,0.0063
96,09/06/19 05:00:00 PM,61.9,39.4,1.12,9.01,77.815,16.600,0.000,-9.84,0.0063
97,09/06/19 05:30:00 PM,169.4,39.4,0.56,8.46,77.072,17.200,0.000,-9.59,0.0063
98,09/06/19 06:00:00 PM,156.9,29.4,0.56,10.13,75.985,17.100,0.000,-9.71,0.0063
99,09/06/19 06:30:00 PM,48.1,10.6,0.00,4.50,72.869,18.800,0.000,-9.71,0.0063
100,09/06/19 07:00:00 PM,9.4,1.9,0.00,2.26,67.071,23.100,0.000,-9.46,0.0063
101,09/06/19 07:30:00 PM,1.9,0.6,0.00,0.00,59.788,32.800,0.000,-8.97,0.0063
102,09/06/19 08:00:00 PM,0.6,0.6,0.00,0.00,54.777,41.100,0.000,-8.84,0.0063
103,09/06/19 08:30:00 PM,0.6,0.6,0.00,0.00,51.501,45.200,0.000,-8.72,0.0063
104,09/06/19 09:00:00 PM,0.6,0.6,0.00,0.00,49.294,49.600,0.000,-8.72,0.0063
105,09/06/19 09:30:00 PM,0.6,0.6,0.00,0.00,46.841,51.900,0.000,-8.47,0.0063
106,09/06/19 10:00:00 PM,0.6,0.6,0.00,0.00,45.172,55.400,0.000,-8.47,0.0063
107,09/06/19 10:30:00 PM,0.6,0.6,0.00,0.00,43.579,57.000,0.000,-8.35,0.0063
108,09/06/19 11:00:00 PM,0.6,0.6,0.00,0.00,42.017,59.600,0.000,-8.47,0.0063
109,09/06/19 11:30:00 PM,0.6,0.6,0.00,0.00,40.626,61.500,0.000,-8.35,0.0063
110,09/07/19 12:00:00 AM,0.6,0.6,0.00,0.00,39.690,63.900,0.000,-8.35,0.0063
111,09/07/19 12:30:00 AM,0.6,0.6,0.00,0.00,38.511,65.600,0.000,-8.22,0.0063
112,09/07/19 01:00:00 AM,0.6,0.6,0.00,0.00,37.702,68.000,0.000,-8.22,0.0063
113,09/07/19 01:30:00 AM,0.6,0.6,0.00,0.00,37.225,69.500,0.000,-8.22,0.0063
114,09/07/19 02:00:00 AM,0.6,0.6,0.00,0.00,36.939,71.700,0.000,-8.22,0.0063
115,09/07/19 02:30:00 AM,0.6,0.6,0.00,0.00,37.035,72.400,0.000,-8.22,0.0063
116,09/07/19 03:00:00 AM,0.6,0.6,0.00,0.00,35.976,73.700,0.000,-8.22,0.0063
117,09/07/19 03:30:00 AM,0.6,0.6,0.00,0.00,35.298,75.600,0.000,-8.10,0.0063
118,09/07/19 04:00:00 AM,0.6,0.6,0.00,0.00,35.443,77.000,0.000,-8.10,0.0063
119,09/07/19 04:30:00 AM,0.6,0.6,0.00,0.00,35.055,77.900,0.000,-8.10,0.0063
120,09/07/19 05:00:00 AM,0.6,0.6,0.00,0.00,34.223,79.600,0.000,-7.97,0.0063
121,09/07/19 05:30:00 AM,0.6,0.6,0.00,0.00,34.371,80.800,0.000,-7.97,0.0063
122,09/07/19 06:00:00 AM,0.6,0.6,0.00,0.00,34.027,82.100,0.000,-7.97,0.0063
123,09/07/19 06:30:00 AM,1.9,0.6,0.00,0.00,33.633,83.700,0.000,-7.97,0.0063
124,09/07/19 07:00:00 AM,13.1,1.9,0.00,0.00,34.027,84.800,0.000,-8.10,0.0063
125,09/07/19 07:30:00 AM,40.6,8.1,0.00,0.00,36.072,84.600,0.000,-8.10,0.0063
126,09/07/19 08:00:00 AM,44.4,9.4,0.00,0.00,39.549,82.300,0.000,-8.10,0.0063
127,09/07/19 08:30:00 AM,61.9,13.1,0.00,0.00,42.294,79.400,0.000,-8.35,0.0063
128,09/07/19 09:00:00 AM,103.1,26.9,0.00,0.00,47.826,78.800,0.000,-8.22,0.0063
129,09/07/19 09:30:00 AM,216.9,44.4,0.00,0.00,54.212,72.800,0.000,-8.59,0.0063
130,09/07/19 10:00:00 AM,275.6,50.6,0.00,1.12,63.475,61.200,0.000,-8.97,0.0063
131,09/07/19 10:30:00 AM,195.6,53.1,0.00,1.70,66.900,50.600,0.000,-9.34,0.0063
132,09/07/19 11:00:00 AM,193.1,55.6,0.00,1.12,69.728,46.800,0.000,-9.34,0.0063
133,09/07/19 11:30:00 AM,703.1,121.9,0.00,4.50,71.877,42.200,0.000,-9.59,0.0063
134,09/07/19 12:00:00 PM,361.9,74.4,0.00,4.50,72.480,40.100,0.000,-9.96,0.0063
135,09/07/19 12:30:00 PM,595.6,124.4,0.56,5.08,74.077,39.400,0.000,-9.34,0.0063
136,09/07/19 01:00:00 PM,465.6,96.9,0.00,5.08,74.034,37.600,0.000,-9.09,0.0063
137,09/07/19 01:30:00 PM,430.6,86.9,0.56,5.08,75.204,36.600,0.000,-10.83,0.0063
138,09/07/19 02:00:00 PM,580.6,115.6,0.56,5.08,75.074,34.800,0.000,-9.59,0.0063
139,09/07/19 02:30:00 PM,531.9,105.6,0.56,6.76,74.424,33.600,0.000,-9.46,0.0063
140,09/07/19 03:00:00 PM,898.1,160.6,0.56,6.76,78.382,31.800,0.000,-10.46,0.0063
141,09/07/19 03:30:00 PM,171.9,49.4,1.12,8.46,74.770,29.900,0.000,-9.96,0.0063
142,09/07/19 04:00:00 PM,193.1,45.6,0.56,8.46,73.299,32.200,0.000,-9.59,0.0063
143,09/07/19 04:30:00 PM,193.1,40.6,0.00,5.08,71.620,33.400,0.000,-9.46,0.0063
144,09/07/19 05:00:00 PM,191.9,44.4,0.00,4.50,72.093,32.100,0.000,-9.59,0.0063
145,09/07/19 05:30:00 PM,215.6,59.4,0.00,4.50,72.136,29.700,0.000,-9.59,0.0063
146,09/07/19 06:00:00 PM,193.1,30.6,0.56,5.64,70.372,26.900,0.000,-9.46,0.0063
147,09/07/19 06:30:00 PM,55.6,10.6,0.56,5.64,67.158,28.400,0.000,-9.34,0.0063
148,09/07/19 07:00:00 PM,16.9,3.1,0.00,6.20,63.732,32.700,0.000,-9.21,0.0063
149,09/07/19 07:30:00 PM,1.9,0.6,0.00,2.26,60.991,35.900,0.000,-9.21,0.0063
150,09/07/19 08:00:00 PM,0.6,0.6,0.00,1.70,56.469,35.800,0.000,-8.84,0.0063
151,09/07/19 08:30:00 PM,0.6,0.6,0.00,0.00,50.223,42.800,0.000,-8.72,0.0063
152,09/07/19 09:00:00 PM,0.6,0.6,0.00,0.00,46.481,51.000,0.000,-8.72,0.0063
153,09/07/19 09:30:00 PM,0.6,0.6,0.00,0.00,43.763,55.700,0.000,-8.97,0.0063
154,09/07/19 10:00:00 PM,0.6,0.6,0.00,0.00,41.322,60.100,0.000,-8.97,0.0063
155,09/07/19 10:30:00 PM,0.6,0.6,0.00,0.00,39.877,63.100,0.000,-8.84,0.0063
156,09/07/19 11:00:00 PM,0.6,0.6,0.00,0.00,38.700,65.400,0.000,-8.72,0.0063
157,09/07/19 11:30:00 PM,0.6,0.6,0.00,0.00,37.369,68.300,0.000,-8.84,0.0063
158,09/08/19 12:00:00 AM,0.6,0.6,0.00,0.00,36.698,70.300,0.000,-8.72,0.0063
159,09/08/19 12:30:00 AM,0.6,0.6,0.00,0.00,36.025,72.000,0.000,-8.59,0.0063
160,09/08/19 01:00:00 AM,0.6,0.6,0.00,0.00,35.103,73.500,0.000,-8.59,0.0063
161,09/08/19 01:30:00 AM,0.6,0.6,0.00,0.00,34.468,75.100,0.000,-8.35,0.0063
162,09/08/19 02:00:00 AM,0.6,0.6,0.00,0.00,33.978,76.600,0.000,-8.22,0.0063
163,09/08/19 02:30:00 AM,0.6,0.6,0.00,0.00,33.584,78.200,0.000,-8.35,0.0063
164,09/08/19 03:00:00 AM,0.6,0.6,0.00,0.00,33.138,79.200,0.000,-8.47,0.0063
165,09/08/19 03:30:00 AM,0.6,0.6,0.00,0.00,32.641,81.000,0.000,-8.59,0.0063
166,09/08/19 04:00:00 AM,0.6,0.6,0.00,0.00,32.193,81.900,0.000,-8.59,0.0063
167,09/08/19 04:30:00 AM,0.6,0.6,0.00,0.00,31.842,82.700,0.000,-8.47,0.0063
168,09/08/19 05:00:00 AM,0.6,0.6,0.00,0.00,31.138,84.400,0.000,-8.59,0.0063
169,09/08/19 05:30:00 AM,0.6,0.6,0.00,0.00,30.580,85.800,0.000,-8.47,0.0063
170,09/08/19 06:00:00 AM,0.6,0.6,0.00,0.00,29.867,87.000,0.000,-8.35,0.0063
171,09/08/19 06:30:00 AM,0.6,0.6,0.00,0.00,29.406,87.900,0.000,-8.35,0.0063
172,09/08/19 07:00:00 AM,5.6,0.6,0.00,0.00,29.304,88.600,0.000,-8.35,0.0063
173,09/08/19 07:30:00 AM,13.1,1.9,0.00,0.00,29.867,89.400,0.000,-8.35,0.0063
174,09/08/19 08:00:00 AM,20.6,4.4,0.00,0.00,32.243,89.800,0.000,-8.10,0.0063
175,09/08/19 08:30:00 AM,30.6,9.4,0.00,0.00,36.169,89.600,0.000,-7.97,0.0063
176,09/08/19 09:00:00 AM,43.1,21.9,0.00,0.00,42.570,87.800,0.000,-7.97,0.0063
177,09/08/19 09:30:00 AM,413.1,53.1,0.00,0.00,52.817,81.500,0.000,-8.47,0.0063
178,09/08/19 10:00:00 AM,408.1,65.6,0.00,1.70,59.099,63.400,0.000,-8.84,0.0063
179,09/08/19 10:30:00 AM,228.1,69.4,0.00,2.82,60.303,54.400,0.000,-9.21,0.0063
180,09/08/19 11:00:00 AM,68.1,71.9,0.00,3.38,61.891,52.600,0.000,-9.96,0.0063
181,09/08/19 11:30:00 AM,855.6,128.1,0.56,4.50,64.288,49.800,0.000,-9.84,0.0063
182,09/08/19 12:00:00 PM,910.6,180.6,0.56,6.76,66.686,45.500,0.000,-9.84,0.0063
183,09/08/19 12:30:00 PM,941.9,195.6,1.12,6.76,68.913,43.300,0.000,-9.46,0.0063
184,09/08/19 01:00:00 PM,974.4,199.4,0.56,6.20,70.803,40.600,0.000,-9.71,0.0063
185,09/08/19 01:30:00 PM,985.6,191.9,1.12,6.20,72.653,35.600,0.000,-9.34,0.0063
186,09/08/19 02:00:00 PM,958.1,179.4,0.56,7.31,72.567,32.500,0.000,-10.08,0.0063
187,09/08/19 02:30:00 PM,919.4,176.9,0.56,6.20,72.007,33.100,0.000,-9.09,0.0063
188,09/08/19 03:00:00 PM,865.6,149.4,0.56,7.31,71.920,33.400,0.000,-9.21,0.0063
189,09/08/19 03:30:00 PM,99.4,46.9,0.56,6.20,68.828,35.800,0.000,-8.84,0.0063
190,09/08/19 04:00:00 PM,59.4,39.4,1.12,7.90,68.400,37.600,0.000,-9.71,0.0063
191,09/08/19 04:30:00 PM,168.1,33.1,1.12,9.01,68.142,38.400,0.000,-9.84,0.0063
192,09/08/19 05:00:00 PM,95.6,36.9,0.56,6.76,67.627,38.100,0.000,-9.96,0.0063
193,09/08/19 05:30:00 PM,78.1,35.6,0.56,7.31,66.130,38.200,0.000,-9.59,0.0063
194,09/08/19 06:00:00 PM,249.4,26.9,0.56,9.01,65.273,40.400,0.000,-9.59,0.0063
195,09/08/19 06:30:00 PM,40.6,9.4,0.56,6.76,62.748,42.200,0.000,-9.96,0.0063
196,09/08/19 07:00:00 PM,14.4,3.1,0.00,4.50,60.604,44.100,0.000,-9.59,0.0063
197,09/08/19 07:30:00 PM,0.6,0.6,0.00,2.26,58.325,44.500,0.000,-9.34,0.0063
198,09/08/19 08:00:00 PM,0.6,0.6,0.00,0.56,53.166,48.500,0.000,-9.21,0.0063
199,09/08/19 08:30:00 PM,0.6,0.6,0.00,1.12,50.886,54.800,0.000,-8.97,0.0063
200,09/08/19 09:00:00 PM,0.6,0.6,0.00,0.00,48.493,60.200,0.000,-8.84,0.0063
201,09/08/19 09:30:00 PM,0.6,0.6,0.00,0.00,45.851,65.900,0.000,-8.84,0.0063
202,09/08/19 10:00:00 PM,0.6,0.6,0.00,0.00,43.900,70.300,0.000,-8.84,0.0063
203,09/08/19 10:30:00 PM,0.6,0.6,0.00,0.00,42.109,73.400,0.000,-9.09,0.0063
204,09/08/19 11:00:00 PM,0.6,0.6,0.00,0.00,40.951,76.400,0.000,-9.21,0.0063
205,09/08/19 11:30:00 PM,0.6,0.6,0.00,0.00,39.783,79.500,0.000,-9.09,0.0063
206,09/09/19 12:00:00 AM,0.6,0.6,0.00,0.00,38.842,81.800,0.000,-9.34,0.0063
207,09/09/19 12:30:00 AM,0.6,0.6,0.00,0.00,37.798,83.500,0.000,-9.46,0.0063
208,09/09/19 01:00:00 AM,0.6,0.6,0.00,0.00,37.130,85.400,0.000,-8.97,0.0063
209,09/09/19 01:30:00 AM,0.6,0.6,0.00,0.00,36.217,86.400,0.000,-9.09,0.0063
210,09/09/19 02:00:00 AM,0.6,0.6,0.00,0.00,35.443,87.500,0.000,-9.21,0.0063
211,09/09/19 02:30:00 AM,0.6,0.6,0.00,0.00,34.907,88.200,0.000,-9.34,0.0063
212,09/09/19 03:00:00 AM,0.6,0.6,0.00,0.00,34.320,89.100,0.000,-9.09,0.0063
213,09/09/19 03:30:00 AM,0.6,0.6,0.00,0.00,33.732,89.700,0.000,-9.34,0.0063
214,09/09/19 04:00:00 AM,0.6,0.6,0.00,0.00,33.435,90.600,0.000,-9.09,0.0063
215,09/09/19 04:30:00 AM,0.6,0.6,0.00,0.00,34.761,91.000,0.000,-9.09,0.0063
216,09/09/19 05:00:00 AM,0.6,0.6,0.00,0.00,33.386,90.700,0.000,-9.09,0.0063
217,09/09/19 05:30:00 AM,0.6,0.6,0.00,0.00,32.491,91.000,0.000,-8.97,0.0063
218,09/09/19 06:00:00 AM,0.6,0.6,0.00,0.00,31.642,91.800,0.000,-8.97,0.0063
219,09/09/19 06:30:00 AM,0.6,0.6,0.00,0.00,31.440,92.400,0.000,-8.72,0.0063
220,09/09/19 07:00:00 AM,14.4,3.1,0.00,0.00,31.642,92.900,0.000,-8.72,0.0063
221,09/09/19 07:30:00 AM,31.9,6.9,0.00,0.00,33.831,93.100,0.000,-8.84,0.0063
222,09/09/19 08:00:00 AM,70.6,15.6,0.00,0.00,37.225,92.800,0.000,-9.21,0.0063
223,09/09/19 08:30:00 AM,85.6,18.1,0.00,0.00,41.648,90.900,0.000,-9.46,0.0063
224,09/09/19 09:00:00 AM,143.1,35.6,0.00,0.00,46.931,87.900,0.000,-9.21,0.0063
225,09/09/19 09:30:00 AM,251.9,48.1,0.00,0.00,53.384,81.200,0.000,-9.34,0.0063
226,09/09/19 10:00:00 AM,198.1,43.1,0.00,1.12,56.035,73.400,0.000,-10.08,0.0063
227,09/09/19 10:30:00 AM,273.1,61.9,0.00,3.38,57.893,68.500,0.000,-9.96,0.0063
228,09/09/19 11:00:00 AM,225.6,61.9,0.00,4.50,58.885,63.600,0.000,-9.71,0.0063
229,09/09/19 11:30:00 AM,926.9,149.4,0.00,5.64,62.962,61.300,0.000,-10.08,0.0063
230,09/09/19 12:00:00 PM,1004.4,200.6,0.56,5.08,62.148,56.200,0.000,-9.96,0.0063
231,09/09/19 12:30:00 PM,1005.6,210.6,0.00,3.94,65.574,52.500,0.000,-10.08,0.0063
232,09/09/19 01:00:00 PM,148.1,29.4,0.56,6.20,62.105,47.600,0.000,-9.96,0.0063
233,09/09/19 01:30:00 PM,251.9,50.6,0.00,3.94,62.962,50.000,0.000,-9.96,0.0063
234,09/09/19 02:00:00 PM,979.4,185.6,0.00,3.38,68.999,46.000,0.000,-9.34,0.0063
235,09/09/19 02:30:00 PM,950.6,184.4,0.56,6.76,69.858,37.000,0.000,-9.46,0.0063
236,09/09/19 03:00:00 PM,871.9,154.4,0.56,5.08,69.514,32.400,0.000,-10.08,0.0063
237,09/09/19 03:30:00 PM,156.9,55.6,0.56,7.90,66.943,33.000,0.000,-9.84,0.0063
238,09/09/19 04:00:00 PM,158.1,55.6,0.56,5.08,65.658,34.900,0.000,-9.59,0.0063
239,09/09/19 04:30:00 PM,200.6,49.4,0.00,5.08,65.872,35.500,0.000,-9.34,0.0063
240,09/09/19 05:00:00 PM,116.9,24.4,0.00,4.50,62.533,34.100,0.000,-9.46,0.0063
241,09/09/19 05:30:00 PM,129.4,30.6,0.00,5.64,63.475,34.500,0.000,-9.46,0.0063
242,09/09/19 06:00:00 PM,220.6,31.9,0.00,5.64,62.875,34.300,0.000,-9.59,0.0063
